ratio,Spacy_entity,Spacy_tag,Spacy_clean_entities,Wiki_entity,Wiki_tag,Wiki_clean_entities
84,A Master of Signal,'PERSON',a master of signal,Master of the Signal,,master of the signal
88,the Secoris System,'LOC',the secoris system,Secoris System,,secoris system
82,Vulgariate,'NORP',vulgariate,Vulgate,,vulgate
88,the Crythe Cluster,'LOC',the crythe cluster,Crythe Cluster,,crythe cluster
88,the Caucasus Wastes,'LOC',the caucasus wastes,Caucasus Wastes,,caucasus wastes
88,A Null Maiden,'PERSON',a null maiden,Null Maidens,,null maidens
81,Viduity Anthology Short Story,'ORG',viduity anthology short story,Family (Anthology Short Story),,family (anthology short story)
97,Viduity Anthology Short Story,'ORG',viduity anthology short story,Viduity (Anthology Short Story),,viduity (anthology short story)
94,Inferno! Magazine,'ORG',inferno! magazine,Inferno! (Magazine),,inferno! (magazine)
87,the Black Chalice,'ORG',the black chalice,Black Chalice,,black chalice
85,Malfian System,'ORG',malfian system,Malak System,,malak system
83,Amadeo,'PERSON',amadeo,Amedeo,,amedeo
82,the  Machine,'PERSON',the machine,Woe Machine,,woe machine
88,the Desaderian Gulf,'LOC',the desaderian gulf,Desaderian Gulf,,desaderian gulf
96,Khaine s Gate,'LOC',khaine s gate,Khaines Gate,,khaines gate
86,the  Quarry World,'LOC',the quarry world,Quarry World,,quarry world
98,Technomandrite Crypteks,'PERSON',technomandrite crypteks,Technomandrite Cryptek,,technomandrite cryptek
88,Enkidu System,'ORG',enkidu system,Xendu System,,xendu system
83,the Trailing  ,'LOC',the trailing,The Stilling,,the stilling
85,This Knight Armiger,'PERSON',this knight armiger,Knight Armiger,,knight armiger
86,the Battlefleet Obscurus,'ORG',the battlefleet obscurus,Battlefleet Obscuras,,battlefleet obscuras
86,Iron Warriors Legion,'ORG',iron warriors legion,Dragon Warriors (Legion),,dragon warriors (legion)
81,lian Crusade,'PERSON',lian crusade,Ajaxian Crusade,,ajaxian crusade
81,a  Black Crusade,'ORG',a black crusade,Blackfang Crusade,,blackfang crusade
81,Blood Crusades,'ORG',blood crusades,Bloodswarm Crusade,,bloodswarm crusade
87,the Children s Crusade,'ORG',the children s crusade,Childrens Crusade,,childrens crusade
89,the Desmaxian Crusade,'ORG',the desmaxian crusade,Desmaxian Crusade,,desmaxian crusade
89,the Palatine Crusade,'ORG',the palatine crusade,Palatine Crusade,,palatine crusade
81,Thunder Crusade,'ORG',thunder crusade,Thangdron Crusade,,thangdron crusade
84,the  Codex Astartes,'ORG',the codex astartes,Codex Astates,,codex astates
85,Benedictine,'NORP',benedictine,Benedictine War,,benedictine war
81,Dominus Pattern Knight,'PERSON',dominus pattern knight,Dominus Pattern,,dominus pattern
82,the Cult Mechanicus,'ORG',the cult mechanicus,Helm Mechanicus,,helm mechanicus
88,Nobilite,'NORP',nobilite,nobility,,nobility
91,Inquisition,'ORG',inquisition,Inguisition,,inguisition
84,the Sons of Horus,'ORG',the sons of horus,Sons  of Horus,,sons  of horus
81,Imperial Bionics,'ORG',imperial bionics,Imperial Bastion,,imperial bastion
91,the Dentares Suppression,'ORG',the dentares suppression,Dentares Suppression,,dentares suppression
94,Y polleon,'PERSON',y polleon,Ypolleon,,ypolleon
84,All Kabalite Warriors,'ORG',all kabalite warriors,Kaballite Warrior,,kaballite warrior
83,Kartono,'PERSON',kartono,Katon,,katon
88,the  Oblivion Knights Centura,'ORG',the oblivion knights centura,Oblivion Knights-Centura,,oblivion knights-centura
88,Talos System,'LOC',talos system,Talasa System,,talasa system
82,the  Pauper Princes,'ORG',the pauper princes,Cult of the Pauper Princes,,cult of the pauper princes
88,the Coven of Twelve,'ORG',the coven of twelve,Coven of Twelve,,coven of twelve
92,the ConFed Gun Brotherhoods,'ORG',the confed gun brotherhoods,ConFed Gun Brotherhoods,,confed gun brotherhoods
85,the  Geno Two Five Chilliad,'ORG',the geno two five chilliad,Geno Two-Five Chiliad,,geno two-five chiliad
81,Kimmerine Corps,'ORG',kimmerine corps,Kimmerine Corps Bellum,,kimmerine corps bellum
90,the Uralian Stormlords,'NORP',the uralian stormlords,Uralian Stormlords,,uralian stormlords
87,the Ymga Monolith,'ORG',the ymga monolith,Ymga Monolith,,ymga monolith
88,the Revenant Stars,'LOC',the revenant stars,Revenant Stars,,revenant stars
82,Bloodspitter,'PERSON',bloodspitter,Bloodspike,,bloodspike
91,The Invasion of Taladorn,'PERSON',the invasion of taladorn,Invasion of Taladorn,,invasion of taladorn
89,ts Grand Master,'PERSON',ts grand master,Grand Master,,grand master
83,the Bane Stars,'LOC',the bane stars,Bane Stars,,bane stars
96,Martyr s Rest,'LOC',martyr s rest,Martyrs Rest,,martyrs rest
97,Zanatov s Harbour,'LOC',zanatov s harbour,Zanatovs Harbour,,zanatovs harbour
86,Shariax,'ORG',shariax,Soharia,,soharia
81,Bar el System,'ORG',bar el system,Barolyr System,,barolyr system
88,the  Thalassi Sector,'LOC',the thalassi sector,Thalassi Sector,,thalassi sector
87,the Quarantined Worlds,'LOC',the quarantined worlds,Quarantined World,,quarantined world
90,the  Horns of the Abyss,'LOC',the horns of the abyss,Horns of the Abyss,,horns of the abyss
93,Kavardia,'ORG',kavardia,Avardia,,avardia
92,the  Iconoclast Knight House,'ORG',the iconoclast knight house,Iconoclast Knight House,,iconoclast knight house
82,the  Spear,'PERSON',the spear,Helspear,,helspear
89,the Master of Executions,'PERSON',the master of executions,Masters of Executions,,masters of executions
81,Cerastus Lancer,'PERSON',cerastus lancer,Knight Cerastus Lancer,,knight cerastus lancer
88,Necromundan Regiment,'ORG',necromundan regiment,Necromunda 8th Regiment,,necromunda 8th regiment
86,the  Blade of Perdition s,'PERSON',the blade of perdition s,Blade of Perdition,,blade of perdition
92,Dawn Breakers,'ORG',dawn breakers,Dawnbreaker,,dawnbreaker
90,The  Seran Tok Mercantile Leagues,'ORG',the seran tok mercantile leagues,Seran-Tok Mercantile Leagues,,seran-tok mercantile leagues
81,Boetia System,'LOC',boetia system,Poretta System,,poretta system
92,the  Cthonian Mining Guilds,'ORG',the cthonian mining guilds,Cthonian Mining Guilds,,cthonian mining guilds
86,Preceptories,'ORG',preceptories,Preceptor,,preceptor
89,the Golden Ambassador,'PERSON',the golden ambassador,Golden Ambassador,,golden ambassador
82,Stealer,'PERSON',stealer,stealthers,,stealthers
83,Desaan,'PERSON',desaan,Fesaan,,fesaan
96,Nem yar Atoll,'LOC',nem yar atoll,Nemyar Atoll,,nemyar atoll
92,Anarkh ad nron,'PERSON',anarkh ad nron,Anarkhadnron,,anarkhadnron
90,An kha arak,'PERSON',an kha arak,Ankhaarak,,ankhaarak
94,Khan zhar,'PERSON',khan zhar,Khanzhar,,khanzhar
93,Kar voth,'PERSON',kar voth,Karvoth,,karvoth
92,Andromeda 17,'PERSON',andromeda 17,Andromeda-17,,andromeda-17
88,Voidsmen at Arms,'ORG',voidsmen at arms,Voidsmen-at-Arms,,voidsmen-at-arms
88,Autarchs,'NORP',autarchs,Autarach,,autarach
82,the Order of Our Martyred Lady,'ORG',the order of our martyred lady,Order of the Martyred Lady,,order of the martyred lady
88,the  Lingua Technis,'ORG',the lingua technis,Lingua Technis,,lingua technis
90,Heliosa 78,'PERSON',heliosa 78,Heliosa-78,,heliosa-78
86,Mont ka,'PERSON',mont ka,Mont’ka,,mont’ka
88,the Odoacer System,'LOC',the odoacer system,Odoacer System,,odoacer system
92,Ephroi,'NORP',ephroi,Ephoroi,,ephoroi
86,the  Sons of Bael,'PERSON',the sons of bael,Sons of Bael,,sons of bael
81,Adeptus Astra Telepathica,'ORG',adeptus astra telepathica,Ordo Astra Telepathica,,ordo astra telepathica
88,Destroyer Cadres,'ORG',destroyer cadres,Destroyer Blades,,destroyer blades
94,The Masque of the Dreaming Shadow,'PERSON',the masque of the dreaming shadow,Masque of the Dreaming Shadow,,masque of the dreaming shadow
88,the Cosmic Serpent,'PERSON',the cosmic serpent,Cosmic Serpent,,cosmic serpent
82,the  Sisters of Silence,'ORG',the sisters of silence,Three Sisters of Spite,,three sisters of spite
92,Renders,'NORP',renders,Render,,render
88,the  Windreth Falls,'LOC',the windreth falls,Windreth Falls,,windreth falls
81,The  Underworld,'PERSON',the underworld,Thunders Word,,thunders word
93,The Gunmetalican 13th Armoured Regiment,'ORG',the gunmetalican 13th armoured regiment,Gunmetallican 13th Armoured Regiment,,gunmetallican 13th armoured regiment
84,the  Council,'ORG',the council,The Coil,,the coil
83,Watch Station s,'ORG',watch station s,Watch Station Castiel,,watch station castiel
83,the Black Zone,'LOC',the black zone,Black Zone,,black zone
83,Berin,'LOC',berin,Belkrin,,belkrin
91,the  Bastion of Judgement,'LOC',the bastion of judgement,Bastion of Judgement,,bastion of judgement
88,The  Descaal Lancers,'ORG',the descaal lancers,Descaal Lancers,,descaal lancers
90,the Iaxian Tithe Guard,'ORG',the iaxian tithe guard,Iaxian Tithe Guard,,iaxian tithe guard
82,Kharak 21st,'PERSON',kharak 21st,Karlack 1st,,karlack 1st
81,Tekarn Armoured forces,'ORG',tekarn armoured forces,Tekarn Armoured,,tekarn armoured
86,Cardinal Xaphan,'PERSON',cardinal xaphan,Cardinal Xian,,cardinal xian
91,the  Proclamation of Wrath,'PERSON',the proclamation of wrath,Proclamation of Wrath,,proclamation of wrath
82,Solar   Macharius,'PERSON',solar  macharius,Sword of Macharius,,sword of macharius
96,House Der cel,'ORG',house der cel,House Dercel,,house dercel
94,Aun El Basel kyth,'PERSON',aun el basel kyth,AunEl Baselkyth,,aunel baselkyth
96,Aun O Tsualal   ,'ORG',aun o tsualal,AunO Tsualal,,auno tsualal
91,Shas O M yen,'PERSON',shas o m yen,ShasO Myen,,shaso myen
93,Aun Ui Kol denh,'PERSON',aun ui kol denh,AunUi Koldenh,,aunui koldenh
96,Kor O Volescur,'PERSON',kor o volescur,KorO Volescur,,koro volescur
87,the  Mal caor Shi Fleet,'ORG',the mal caor shi fleet,Malcaor Shi Fleet,,malcaor shi fleet
91,Kor O Y eldi,'PERSON',kor o y eldi,KorO Yeldi,,koro yeldi
96,Aun La Tsua Malor Viorla,'PERSON',aun la tsua malor viorla,AunLa TsuaMalor Viorla,,aunla tsuamalor viorla
89,Kor O Volescur,'PERSON',kor o volescur,PorO Volescur,,poro volescur
94,Shas O Tsua Malor Aloh shas Elan nan,'PERSON',shas o tsua malor aloh shas elan nan,ShasO TsuaMalor Alohshas Elannan,,shaso tsuamalor alohshas elannan
87,the Stygian Break,'LOC',the stygian break,Stygian Break,,stygian break
86,the Crucible Resolviate s,'ORG',the crucible resolviate s,Crucible Resolviate,,crucible resolviate
81,Night of Revelations  999.M41,'PERSON',night of revelations 999.m41,Night of Revelation,,night of revelation
84,the  Face,'PERSON',the face,The Defaced,,the defaced
96,Imperial Guard Command,'ORG',imperial guard command,Imperial Guard Commander,,imperial guard commander
81,Frontier World s,'ORG',frontier world s,Frontierxa0World,,frontierxa0world
81,Watch Station Belarius,'ORG',watch station belarius,Watch Station Bellom,,watch station bellom
83,Tarrax,'PERSON',tarrax,argrax,,argrax
86,Skyweavers,'ORG',skyweavers,Sky Reavers,,sky reavers
82,Captain Imperial Guard,'ORG',captain imperial guard,Captain (Imperial Navy,,captain (imperial navy
90,the  Church of Dracolith,'ORG',the church of dracolith,Church of Dracolith,,church of dracolith
81,Order of Battle,'ORG',order of battle,Order of Santales,,order of santales
92,Rain of Fire,'PERSON',rain of fire,Ring of Fire,,ring of fire
81,Fires of Wrath,'ORG',fires of wrath,Eyes of Wrath,,eyes of wrath
90,the Quarantined Worlds,'LOC',the quarantined worlds,Quarantined Worlds,,quarantined worlds
89,the  Pelegiath Cluster,'LOC',the pelegiath cluster,Pelegiath Cluster,,pelegiath cluster
81,Magos  Thaniel Axiom,'PERSON',magos thaniel axiom,Thaniel Axiom,,thaniel axiom
87,the Arethusa Flux,'LOC',the arethusa flux,Arethusa Flux,,arethusa flux
86,the Araqiel Main,'LOC',the araqiel main,Araqiel Main,,araqiel main
87,the  Legiones Astartes,'ORG',the legiones astartes,Legionnes Astartes,,legionnes astartes
86,Calistes,'PERSON',calistes,Calist,,calist
86,Var,'PERSON',var,Voar,,voar
90,the Dead Stations Vigil,'ORG',the dead stations vigil,Dead Stations Vigil,,dead stations vigil
87,the  Sons of Konor,'ORG',the sons of konor,Sons of Konor,,sons of konor
83,Power,'ORG',power,Prowler,,prowler
88,the  Derleth Lexicon,'ORG',the derleth lexicon,Derleth Lexicon,,derleth lexicon
86,Excrucias,'PERSON',excrucias,Excruciators,,excruciators
81,the  Imperial Guard,'ORG',the imperial guard,Imperial_Guard,,imperial_guard
95,Verian Holms Delacre,'PERSON',verian holms delacre,Verian-Holms Delacre,,verian-holms delacre
84,Watch Station Resgulus,'ORG',watch station resgulus,Watch Station Cressid,,watch station cressid
82,Watch Station s,'ORG',watch station s,Watch Station Klaha,,watch station klaha
87,the Charnovokh Dynasty,'ORG',the charnovokh dynasty,Chanovokh Dynasty,,chanovokh dynasty
83,Gator   ,'PERSON',gator,gatorex,,gatorex
88,Red Scorpion,'ORG',red scorpion,fire scorpion,,fire scorpion
85,the Adeptus Ministorum,'ORG',the adeptus ministorum,Adeptus Minsitorum,,adeptus minsitorum
83,A Null Maiden,'PERSON',a null maiden,Null-Maiden,,null-maiden
82,Battle  of,'ORG',battle of,Battle of Lom,,battle of lom
81,the Ulik Sector,'LOC',the ulik sector,Thule Sector,,thule sector
81,an Intercessor Squad,'ORG',an intercessor squad,Jump Pack Intercessor Squad,,jump pack intercessor squad
86,Karthur,'NORP',karthur,Karthir,,karthir
90,Battle of Lion s Gate,'PERSON',battle of lion s gate,Battle for Lions Gate,,battle for lions gate
89,Belisar System,'ORG',belisar system,Belial System,,belial system
86,Ichar System,'ORG',ichar system,Chinchare System,,chinchare system
81,The Jericho Warp Gate,'LOC',the jericho warp gate,Maw-Jericho Warp Gate,,maw-jericho warp gate
88,arus Sector,'LOC',arus sector,Spartus Sector,,spartus sector
83,Kortar,'PERSON',kortar,Konrar,,konrar
89,Juron,'PERSON',juron,Jurn,,jurn
89,V Run,'LOC',v run,Vrun,,vrun
84,Archon Ariensis,'PERSON',archon ariensis,Saronai Ariensis,,saronai ariensis
83,The Great Cull,'PERSON',the great cull,Great Cull,,great cull
91,the Apostles of the Blind King,'ORG',the apostles of the blind king,Apostle of the Blind King,,apostle of the blind king
83,Ruinus,'PERSON',ruinus,Orinus,,orinus
82,Baddkrasha,'PERSON',baddkrasha,Bakrash,,bakrash
86,Data Slate s,'ORG',data slate s,dataslate,,dataslate
90,The Order of Purifiers,'ORG',the order of purifiers,Order of Purifiers,,order of purifiers
86,Remona,'PERSON',remona,Kremonas,,kremonas
81,the Order of the Ebon Chalice,'ORG',the order of the ebon chalice,Order of the Crimson Chalice,,order of the crimson chalice
89,Sepheris Secundus ’s,'PERSON',sepheris secundus ’s,Sephris Secundus,,sephris secundus
86,Anakatis,'PERSON',anakatis,Naktis,,naktis
82,Slaughter,'PERSON',slaughter,Slaughterhorn,,slaughterhorn
86,Adeptus Mechanicus  ,'ORG',adeptus mechanicus,Adeptus Mechanicus Fleet,,adeptus mechanicus fleet
81,The Thousand Sons,'ORG',the thousand sons,Cult of the Thousand Sons,,cult of the thousand sons
91,Naval Intelligence,'ORG',naval intelligence,Navy Intelligence,,navy intelligence
83,Annika,'PERSON',annika,Tanika,,tanika
82,House True      ,'ORG',house true,House Thorne,,house thorne
89,the Mercator Pallidus,'ORG',the mercator pallidus,Mercator Pallidus,,mercator pallidus
82,Heart of the Void,'PERSON',heart of the void,Choir of the Void,,choir of the void
86,Valoris,'PERSON',valoris,Vagoris,,vagoris
82,Galactus,'PERSON',galactus,Malfactus,,malfactus
89,Ephos,'LOC',ephos,Epos,,epos
87,Throne of Glass,'PERSON',throne of glass,Throne of Galat,,throne of galat
83,Aciar,'PERSON',aciar,Hasciar,,hasciar
83,Theren,'PERSON',theren,Gheren,,gheren
88,Nihilus,'PERSON',nihilus,Annihilus,,annihilus
86,Gorthus,'PERSON',gorthus,Goritus,,goritus
93,Graham McNeil,'PERSON',graham mcneil,Graham MacNeill,,graham macneill
91,Heart,'ORG',heart,Hearth,,hearth
87,the Old World,'LOC',the old world,Hold World,,hold world
90,the circumnuclear disc,'LOC',the circumnuclear disc,Circumnuclear Disc,,circumnuclear disc
84,Kindreds,'NORP',kindreds,Kindred Six,,kindred six
81,the  Leagues of Votann,'ORG',the leagues of votann,Kindred (Leagues of Votann,,kindred (leagues of votann
83,Borzag,'PERSON',borzag,Morzag,,morzag
86,Vordkin,'PERSON',vordkin,Vordine,,vordine
84,Rad Zones,'LOC',rad zones,Dead Zones,,dead zones
88,Lexandro Lex d Arquebus,'PERSON',lexandro lex d arquebus,Lexandro dArquebus,,lexandro darquebus
82,Allentis,'PERSON',allentis,Allectius,,allectius
83,a  Champion,'PERSON',a champion,Blade Champion,,blade champion
89,Tarka,'PERSON',tarka,Arka,,arka
83,Ichar,'LOC',ichar,Ischara,,ischara
83,Danask,'PERSON',danask,Manask,,manask
83,Thorn,'PERSON',thorn,thornox,,thornox
84,Stigamartus,'ORG',stigamartus,Sigmatus,,sigmatus
83,Masqued,'ORG',masqued,Asque,,asque
83,a  Primaris Marine,'NORP',a primaris marine,Primaris Techmarine,,primaris techmarine
82,Achellus,'PERSON',achellus,Aeschelus,,aeschelus
83,Nemes,'PERSON',nemes,Nemetus,,nemetus
82,Slaughter,'PERSON',slaughter,Slaughterclaw,,slaughterclaw
82,The War of Broken Wings,'PERSON',the war of broken wings,Order of Broken Wings,,order of broken wings
89,the  Council of Nikaea Edicts of Nikaea,'ORG',the council of nikaea edicts of nikaea,Council of Nikaea#The Edicts of Nikaea,,council of nikaea#the edicts of nikaea
83,the  Industrial World  ,'LOC',the industrial world,Indistrial World,,indistrial world
95,Epsilus Dammek Yoth,'PERSON',epsilus dammek yoth,Epsilus Dammek-Yoth,,epsilus dammek-yoth
83,Rune Priest s,'PERSON',rune priest s,Rune-priest,,rune-priest
82,Maniples,'ORG',maniples,Manipulus,,manipulus
88,The Thramas System,'LOC',the thramas system,Tethras System,,tethras system
83,Abrax,'PERSON',abrax,Abrasax,,abrasax
89,the Monolith Phalanx,'LOC',the monolith phalanx,Monolith Phalanx,,monolith phalanx
82,Darkridge,'PERSON',darkridge,Darktide,,darktide
89,Corvo,'PERSON',corvo,CORV,,corv
86,a Warp Rift,'LOC',a warp rift,Warp rifts,,warp rifts
81,Malissectors,'PERSON',malissectors,Marsalis Sector,,marsalis sector
86,the  Leagues of Votann,'ORG',the leagues of votann,League of Votann,,league of votann
84,the  Prosperan Rift,'LOC',the prosperan rift,War of the Prosperan Rift,,war of the prosperan rift
81,Knights of Dorn s,'ORG',knights of dorn s,Knights of Doom,,knights of doom
84,Order of the Blessed Enquiry,'ORG',order of the blessed enquiry,Order of the Blessed Martyr,,order of the blessed martyr
83,Eye of the Storm,'PERSON',eye of the storm,Eye of the Ancestors,,eye of the ancestors
86,Grotnik,'PERSON',grotnik,Grognik,,grognik
85,Galen System,'LOC',galen system,Valedan System,,valedan system
89,a Desolation Marine s,'PERSON',a desolation marine s,Desolation Marine,,desolation marine
86,Scarioch,'PERSON',scarioch,Caroch,,caroch
81,The Kabal of the Crimson Woe,'PERSON',the kabal of the crimson woe,Kabal of the Crimson Talon,,kabal of the crimson talon
90,Soulforge  ,'ORG',soulforge,soul forges,,soul forges
83,Thunderfire Cannon s,'ORG',thunderfire cannon s,Thunderer Cannon,,thunderer cannon
91,Canis Balor,'LOC',canis balor,Canis-Balor,,canis-balor
86,Canis Balor,'LOC',canis balor,Canis-Balo,,canis-balo
83,Galmar,'LOC',galmar,Galmor,,galmor
86,Stranski,'PERSON',stranski,Strank,,strank
83,Agrion,'LOC',agrion,Adrion,,adrion
84,the  World,'PERSON',the world,Chem World,,chem world
86,Deathwing Company,'ORG',deathwing company,Deathwing Companions,,deathwing companions
81,a  Relic World,'LOC',a relic world,Derelict World,,derelict world
83,Real World,'ORG',real world,Arboreal World,,arboreal world
88,the Arrajian System,'ORG',the arrajian system,Arrajian System,,arrajian system
82,Castoris,'LOC',castoris,Astorgius,,astorgius
97,Pennutsk Systems,'ORG',pennutsk systems,Pennutsk System,,pennutsk system
81,the Praxil System,'LOC',the praxil system,Thaxaril System,,thaxaril system
84,Firstborn  Space Marine,'ORG',firstborn space marine,Firstborn Marine,,firstborn marine
82,Imeprium,'ORG',imeprium,Imperium.,,imperium.
86,Inquisitorial  Acolyte s,'ORG',inquisitorial acolyte s,Inquisitor#Acolytes,,inquisitor#acolytes
89,Al Subaai,'PERSON',al subaai,Al-Subaai,,al-subaai
