Spacy_entity,Spacy_tag,clean_entities,Wiki_entity,Wiki_tag
The Wrought,'ORG',the wrought,The Wrought,
Clan Sorrgol,'ORG',clan sorrgol,Clan Sorrgol,
Karaashi Bombastus,'PERSON',karaashi bombastus,Karaashi Bombastus,
Alvarex Maun,'PERSON',alvarex maun,Alvarex Maun,
Durun Atticus,'PERSON',durun atticus,Durun Atticus,
Veritas Ferrum,'PERSON',veritas ferrum,Veritas Ferrum,
Vexilla,'PERSON',vexilla,Vexilla,
Disciples of the Flames,'ORG',disciples of the flames,Disciples of the Flames,
Proximal,'ORG',proximal,Proximal,
Kindred,'ORG',kindred,Kindred,
Nathun Inshabel,'PERSON',nathun inshabel,Nathun Inshabel,
Tobias Maxilla,'PERSON',tobias maxilla,Tobias Maxilla,
Sameter,'LOC',sameter,Sameter,
Necroteuch,'PERSON',necroteuch,Necroteuch,
Medea Betancore,'PERSON',medea betancore,Medea Betancore,
Lucius Slick Devlan,'PERSON',lucius slick devlan,Lucius Slick Devlan,
Midas Betancore,'PERSON',midas betancore,Midas Betancore,
Lores Vibben,'PERSON',lores vibben,Lores Vibben,
Magos Bure,'PERSON',magos bure,Magos Bure,
Ulik Sector,'ORG',ulik sector,Ulik Sector,
Erenon,'LOC',erenon,Erenon,
Vorl Secunda,'LOC',vorl secunda,Vorl Secunda,
Ingiga,'LOC',ingiga,Ingiga,
Battle Group Kallides,'ORG',battle group kallides,Battle Group Kallides,
Votogr Bolga,'PERSON',votogr bolga,Votogr Bolga,
Regis Vortimer,'PERSON',regis vortimer,Regis Vortimer,
Psycannon,'ORG',psycannon,psycannon,
Chordclaw,'PERSON',chordclaw,Chordclaw,
Zerberyn,'PERSON',zerberyn,Zerberyn,
Alcazar Astra,'PERSON',alcazar astra,Alcazar Astra,
Oriax Dantalion,'PERSON',oriax dantalion,Oriax Dantalion,
Biovore,'PERSON',biovore,Biovore,
Immortal Legion,'ORG',immortal legion,Immortal Legion,
the  Palatine,'PERSON',the palatine,the Palatine,
Dolorous Guard,'ORG',dolorous guard,Dolorous Guard,
Desolate Brotherhood,'ORG',desolate brotherhood,Desolate Brotherhood,
Malinax,'PERSON',malinax,Malinax,
Unvacar Noon,'PERSON',unvacar noon,Unvacar Noon,
Anacharis Scoria,'PERSON',anacharis scoria,Anacharis Scoria,
Ark Mechanicus,'ORG',ark mechanicus,Ark Mechanicus,
Ordinatus Ulator,'ORG',ordinatus ulator,Ordinatus Ulator,
Gilim Raijan,'PERSON',gilim raijan,Gilim Raijan,
Onager Dunecrawler,'PERSON',onager dunecrawler,Onager Dunecrawler,
House Malinax,'ORG',house malinax,House Malinax,
Guilders Grave,'LOC',guilders grave,Guilders Grave,
Hektor Varvarus,'PERSON',hektor varvarus,Hektor Varvarus,
Taurox,'ORG',taurox,Taurox,
Balk,'NORP',balk,Balk,
99th Deltic Gorgonnes,'PERSON',99th deltic gorgonnes,99th Deltic Gorgonnes,
Exsanguille,'LOC',exsanguille,Exsanguille,
50th Kappic Eagles,'ORG',50th kappic eagles,50th Kappic Eagles,
Jach,'PERSON',jach,Jach,
Imperial Guardsman,'NORP',imperial guardsman,Imperial Guardsman,
Manta,'NORP',manta,Manta,
Incubii,'NORP',incubii,Incubii,
Caerys,'PERSON',caerys,Caerys,
Mastodon,'ORG',mastodon,Mastodon,
Thramas Crusade,'ORG',thramas crusade,Thramas Crusade,
Malvolion,'LOC',malvolion,Malvolion,
Kazandus Lan,'PERSON',kazandus lan,Kazandus Lan,
House Sublico,'ORG',house sublico,House Sublico,
Mugulath Bay,'LOC',mugulath bay,Mugulath Bay,
Darkstrider,'PERSON',darkstrider,Darkstrider,
Epirus  ,'ORG',epirus,Epirus,
Haxan Sector,'LOC',haxan sector,Haxan Sector,
Hephastus Danzk,'PERSON',hephastus danzk,Hephastus Danzk,
Cadian 6th Armoured Regiment,'ORG',cadian 6th armoured regiment,Cadian 6th Armoured Regiment,
Viridis Sector,'LOC',viridis sector,Viridis Sector,
Calix Chapter,'ORG',calix chapter,Calix Chapter,
The Last Phoenix,'PERSON',the last phoenix,The Last Phoenix,
Iron Shades,'ORG',iron shades,Iron Shades,
Shoba,'ORG',shoba,Shoba,
Shas’o,'NORP',shas’o,Shas’o,
Cronus,'PERSON',cronus,Cronus,
Brach,'PERSON',brach,Brach,
Bho,'PERSON',bho,Bho,
Galahoth,'PERSON',galahoth,Galahoth,
Andros Launceddre,'PERSON',andros launceddre,Andros Launceddre,
Beyreuth,'PERSON',beyreuth,Beyreuth,
Lhaerial Rey,'PERSON',lhaerial rey,Lhaerial Rey,
Tane Massata,'PERSON',tane massata,Tane Massata,
Lowry,'PERSON',lowry,Lowry,
Kallern Massacres,'PERSON',kallern massacres,Kallern Massacres,
Kallern,'LOC',kallern,Kallern,
Seiyr,'PERSON',seiyr,Seiyr,
Neil Wylie,'PERSON',neil wylie,Neil Wylie,
Nine Disciples,'ORG',nine disciples,Nine Disciples,
Caestus Metalican,'PERSON',caestus metalican,Caestus Metalican,
Clain Pent,'PERSON',clain pent,Clain Pent,
Eriad VI,'PERSON',eriad vi,Eriad VI,
Phaerakh,'PERSON',phaerakh,Phaerakh,
Temple of the Serpent Lodge,'ORG',temple of the serpent lodge,Temple of the Serpent Lodge,
Emperor’s Children,'ORG',emperor’s children,Emperor’s Children,
Marauder,'NORP',marauder,Marauder,
Atargatis Prime,'LOC',atargatis prime,Atargatis Prime,
Nerat Kirine,'PERSON',nerat kirine,Nerat Kirine,
Eldar Corsair,'ORG',eldar corsair,Eldar Corsair,
Minotaur,'PERSON',minotaur,Minotaur,
Spanik,'ORG',spanik,Spanik,
Mayloc,'LOC',mayloc,Mayloc,
Ordo Tempestus,'PERSON',ordo tempestus,Ordo Tempestus,
Tempestor Prime,'PERSON',tempestor prime,Tempestor Prime,
Krak Grenades,'LOC',krak grenades,Krak Grenades,
Aulus Scaramanca,'PERSON',aulus scaramanca,Aulus Scaramanca,
Bajun Kyda,'PERSON',bajun kyda,Bajun Kyda,
Ael Wyntor,'PERSON',ael wyntor,Ael Wyntor,
Isstvan III Atrocity,'PERSON',isstvan iii atrocity,Isstvan III Atrocity,
Fyodor Stromgren,'PERSON',fyodor stromgren,Fyodor Stromgren,
Antaka Cyvaan,'PERSON',antaka cyvaan,Antaka Cyvaan,
Phargos Hex,'LOC',phargos hex,Phargos Hex,
Chondax System,'LOC',chondax system,Chondax System,
Cruciax,'PERSON',cruciax,Cruciax,
Zepath,'PERSON',zepath,Zepath,
Isessos System,'LOC',isessos system,Isessos System,
Passage of the Angel of Death,'PERSON',passage of the angel of death,Passage of the Angel of Death,
Basemekanic,'NORP',basemekanic,Basemekanic,
Urrlak Urg,'PERSON',urrlak urg,Urrlak Urg,
Kabalite Armour,'ORG',kabalite armour,Kabalite Armour,
Vitrea Mundi,'PERSON',vitrea mundi,Vitrea Mundi,
Sons of the Hydra,'ORG',sons of the hydra,Sons of the Hydra,
Scar Lords,'PERSON',scar lords,Scar Lords,
Weeping Veil,'ORG',weeping veil,Weeping Veil,
Pestigor,'PERSON',pestigor,Pestigor,
Sec Maegra,'LOC',sec maegra,Sec Maegra,
Takbandrha,'ORG',takbandrha,Takbandrha,
Dusk Raiders,'ORG',dusk raiders,Dusk Raiders,
Calendhula,'LOC',calendhula,Calendhula,
Kornovin,'LOC',kornovin,Kornovin,
Tsarvia II,'PERSON',tsarvia ii,Tsarvia II,
Pelucil,'LOC',pelucil,Pelucil,
Battle Barge,'ORG',battle barge,Battle Barge,
Nebbus,'LOC',nebbus,Nebbus,
Death Guard Lord,'ORG',death guard lord,Death Guard Lord,
Danasar,'PERSON',danasar,Danasar,
Plague Surgeon,'ORG',plague surgeon,Plague Surgeon,
Sons of the Maggot,'ORG',sons of the maggot,Sons of the Maggot,
Foul Blightspawn,'PERSON',foul blightspawn,Foul Blightspawn,
Rusthounds,'PERSON',rusthounds,Rusthounds,
Chaos Champions,'ORG',chaos champions,Chaos Champions,
Champion of Chaos,'ORG',champion of chaos,Champion of Chaos,
Eater of Lives,'ORG',eater of lives,Eater of Lives,
Blightlord Terminators,'ORG',blightlord terminators,Blightlord Terminators,
Deathshroud Terminators,'ORG',deathshroud terminators,Deathshroud Terminators,
Badsmak,'PERSON',badsmak,Badsmak,
Godorian,'NORP',godorian,Godorian,
Bosphodia,'LOC',bosphodia,Bosphodia,
Robbie MacNiven,'PERSON',robbie macniven,Robbie MacNiven,
Hippaestrum,'PERSON',hippaestrum,Hippaestrum,
Colossus,'PERSON',colossus,Colossus,
Crotalid,'NORP',crotalid,Crotalid,
Atalan Jackal,'PERSON',atalan jackal,Atalan Jackal,
New Gidlam,'LOC',new gidlam,New Gidlam,
Clamavus,'PERSON',clamavus,Clamavus,
Jackal Alphus,'PERSON',jackal alphus,Jackal Alphus,
Haldor Icepelt,'PERSON',haldor icepelt,Haldor Icepelt,
Brand Sabrewulf,'PERSON',brand sabrewulf,Brand Sabrewulf,
Starchosen,'ORG',starchosen,Starchosen,
Krooldakka,'PERSON',krooldakka,Krooldakka,
Anacharos,'NORP',anacharos,Anacharos,
Voidbrood       ,'ORG',voidbrood,Voidbrood,
Acolyte Iconward,'PERSON',acolyte iconward,Acolyte Iconward,
Hivecult,'ORG',hivecult,Hivecult,
Nexos,'ORG',nexos,Nexos,
Feinminster Gamma,'ORG',feinminster gamma,Feinminster Gamma,
Star Kindred       ,'ORG',star kindred,Star Kindred,
Thoas,'NORP',thoas,Thoas,
Mikhail Savier,'PERSON',mikhail savier,Mikhail Savier,
Mike Brooks,'PERSON',mike brooks,Mike Brooks,
Phil Sibbering,'PERSON',phil sibbering,Phil Sibbering,
George Mann,'PERSON',george mann,George Mann,
the Gothic War,'LOC',the gothic war,The Gothic War,
Kytan,'PERSON',kytan,Kytan,
Vashtorr,'PERSON',vashtorr,Vashtorr,
Drakan Vogorich,'PERSON',drakan vogorich,Drakan Vogorich,
Bane Wolf,'PERSON',bane wolf,Bane Wolf,
Jagamar Elste,'PERSON',jagamar elste,Jagamar Elste,
Templum Daemonarchia,'ORG',templum daemonarchia,Templum Daemonarchia,
Burden of Revelation,'PERSON',burden of revelation,Burden of Revelation,
Mathias Herzog,'PERSON',mathias herzog,Mathias Herzog,
Koro  ,'PERSON',koro,Koro,
the Primarchs,'PERSON',the primarchs,The Primarchs,
Halbrecht,'PERSON',halbrecht,Halbrecht,
Solaro An,'PERSON',solaro an,Solaro An,
Badlug,'PERSON',badlug,Badlug,
Lanval,'PERSON',lanval,Lanval,
Order of Shattered Crowns,'ORG',order of shattered crowns,Order of Shattered Crowns,
41st Millennium  ,'ORG',41st millennium,41st Millennium,
Deathwing Companion Detachment,'ORG',deathwing companion detachment,Deathwing Companion Detachment,
Rhamiel,'PERSON',rhamiel,Rhamiel,
Mercury,'LOC',mercury,Mercury,
Deathwing Terminator Squad,'ORG',deathwing terminator squad,Deathwing Terminator Squad,
Nahum Ludd,'PERSON',nahum ludd,Nahum Ludd,
Pius Kowle,'PERSON',pius kowle,Pius Kowle,
Company Commander,'ORG',company commander,Company Commander,
Vance Theren,'PERSON',vance theren,Vance Theren,
Crastille,'LOC',crastille,Crastille,
Black Cube,'PERSON',black cube,Black Cube,
Bloodblessed,'ORG',bloodblessed,Bloodblessed,
Age of Darkness,'PERSON',age of darkness,Age of Darkness,
Warp Gheists,'ORG',warp gheists,Warp Gheists,
Diamor,'ORG',diamor,Diamor,
Wrathful Dead,'PERSON',wrathful dead,Wrathful Dead,
Segmentum Fortress,'LOC',segmentum fortress,Segmentum Fortress,
Codicium Aeternum,'ORG',codicium aeternum,Codicium Aeternum,
Krourk,'PERSON',krourk,Krourk,
Orcan Stonecrushers,'PERSON',orcan stonecrushers,Orcan Stonecrushers,
Zartak,'PERSON',zartak,Zartak,
Piety V,'LOC',piety v,Piety V,
Ootheca  ,'ORG',ootheca,Ootheca,
Nicor,'NORP',nicor,Nicor,
Amon Cull,'PERSON',amon cull,Amon Cull,
Vathras Kell,'PERSON',vathras kell,Vathras Kell,
Xenographers,'NORP',xenographers,xenographers,
Azael Konenos,'PERSON',azael konenos,Azael Konenos,
Palatine Aquila,'PERSON',palatine aquila,Palatine Aquila,
Phoenix Conclave,'ORG',phoenix conclave,Phoenix Conclave,
Kasperos Telmar,'PERSON',kasperos telmar,Kasperos Telmar,
Dreadclaw,'NORP',dreadclaw,Dreadclaw,
Excrucias the Flawless,'PERSON',excrucias the flawless,Excrucias the Flawless,
Knaus Lambda  ,'PERSON',knaus lambda,Knaus Lambda,
Battle Congregation,'ORG',battle congregation,Battle Congregation,
House Vyridion,'ORG',house vyridion,House Vyridion,
Archimandrite,'PERSON',archimandrite,Archimandrite,
Jaya,'PERSON',jaya,Jaya,
Highrock,'LOC',highrock,Highrock,
Domati,'PERSON',domati,Domati,
Anthrazod,'PERSON',anthrazod,Anthrazod,
Ranghon,'NORP',ranghon,Ranghon,
Zone of Silence,'LOC',zone of silence,Zone of Silence,
Roksh XVI    ,'LOC',roksh xvi,Roksh XVI,
Boaburi,'PERSON',boaburi,Boaburi,
Sept World,'LOC',sept world,Sept World,
Hrenian,'NORP',hrenian,Hrenian,
Nagi,'NORP',nagi,Nagi,
Phosiab,'PERSON',phosiab,Phosiab,
Vorgh,'PERSON',vorgh,Vorgh,
Red Sun Systems,'ORG',red sun systems,Red Sun Systems,
Thraxian,'NORP',thraxian,Thraxian,
Jagordian,'PERSON',jagordian,Jagordian,
Kroot Carnivore,'ORG',kroot carnivore,Kroot Carnivore,
Charpactin,'PERSON',charpactin,Charpactin,
Morralian,'NORP',morralian,Morralian,
Brachyura,'PERSON',brachyura,Brachyura,
Dark Fury Assault Squad,'ORG',dark fury assault squad,Dark Fury Assault Squad,
Legion Basilisk,'ORG',legion basilisk,Legion Basilisk,
Rangdan Osseivores,'PERSON',rangdan osseivores,Rangdan Osseivores,
Endyris,'LOC',endyris,Endyris,
XI Legion,'ORG',xi legion,XI Legion,
II Legion,'ORG',ii legion,II Legion,
Rangdan Cerabvores,'PERSON',rangdan cerabvores,Rangdan Cerabvores,
Aptus Non    ,'ORG',aptus non,Aptus Non,
Protector,'PERSON',protector,Protector,
De Stael,'ORG',de stael,De Stael,
Stygies VII,'ORG',stygies vii,Stygies VII,
Adeptus Munitorum,'ORG',adeptus munitorum,Adeptus Munitorum,
Ordo Hospitaller,'ORG',ordo hospitaller,Ordo Hospitaller,
Taros Campaign,'ORG',taros campaign,Taros Campaign,
Shas’el,'NORP',shas’el,Shas’el,
First Taros Intervention,'ORG',first taros intervention,First Taros Intervention,
Kroot Hound,'PERSON',kroot hound,Kroot Hound,
Archmagos Dominus,'PERSON',archmagos dominus,Archmagos Dominus,
Dark Angels 4th Company,'ORG',dark angels 4th company,Dark Angels 4th Company,
Dostov,'PERSON',dostov,Dostov,
Drookian Fen Guard,'ORG',drookian fen guard,Drookian Fen Guard,
Stubber,'ORG',stubber,stubber,
Skyshield,'ORG',skyshield,Skyshield,
Mechadendrite,'ORG',mechadendrite,Mechadendrite,
Triaros,'NORP',triaros,Triaros,
Krom Gat,'PERSON',krom gat,Krom Gat,
Arkreath,'PERSON',arkreath,Arkreath,
Prosan,'LOC',prosan,Prosan,
Krootox,'ORG',krootox,Krootox,
Phantine Skyborne,'ORG',phantine skyborne,Phantine Skyborne,
Sentinel Guard,'ORG',sentinel guard,Sentinel Guard,
Hekatii,'PERSON',hekatii,Hekatii,
Megadon,'NORP',megadon,megadon,
Astra Militaris,'ORG',astra militaris,Astra Militaris,
Sun Raiders,'ORG',sun raiders,Sun Raiders,
Deff Dreads,'PERSON',deff dreads,Deff Dreads,
Slannesh,'PERSON',slannesh,Slannesh,
Cleansing Flame,'PERSON',cleansing flame,Cleansing Flame,
Citadel of Titan   ,'ORG',citadel of titan,Citadel of Titan,
Phaedus Falconet Horst,'PERSON',phaedus falconet horst,Phaedus Falconet Horst,
Grey Knights Purgation Squad,'ORG',grey knights purgation squad,Grey Knights Purgation Squad,
Hall of Champions,'ORG',hall of champions,Hall of Champions,
Guidus Losenti,'PERSON',guidus losenti,Guidus Losenti,
Friedisch Adum Ship Qvo,'PERSON',friedisch adum ship qvo,Friedisch Adum Ship Qvo,
Cawl Inferior,'PERSON',cawl inferior,Cawl Inferior,
Scryerskull,'PERSON',scryerskull,Scryerskull,
Ernst Stavros Killian,'PERSON',ernst stavros killian,Ernst Stavros Killian,
Klaive,'PERSON',klaive,Klaive,
Malleus Argyrum,'PERSON',malleus argyrum,Malleus Argyrum,
Thessala,'LOC',thessala,Thessala,
Meliniel,'PERSON',meliniel,Meliniel,
Talasa Secundus,'LOC',talasa secundus,Talasa Secundus,
Balor,'LOC',balor,Balor,
Kalim Varanor,'PERSON',kalim varanor,Kalim Varanor,
The Sorrow,'PERSON',the sorrow,The Sorrow,
Felfurion,'PERSON',felfurion,Felfurion,
Nekkruncha,'PERSON',nekkruncha,Nekkruncha,
Tigraine,'PERSON',tigraine,Tigraine,
Vortigan,'PERSON',vortigan,Vortigan,
House Varlock,'ORG',house varlock,House Varlock,
Cyprus Ultra,'ORG',cyprus ultra,Cyprus Ultra,
Meghoshta   ,'LOC',meghoshta,Meghoshta,
Gazklaw,'PERSON',gazklaw,Gazklaw,
Vortgern Strick,'PERSON',vortgern strick,Vortgern Strick,
Mortemar,'ORG',mortemar,Mortemar,
Varsavus Sector,'LOC',varsavus sector,Varsavus Sector,
Mahaur  the Harvester,'PERSON',mahaur the harvester,Mahaur the Harvester,
Vortigern Strick,'PERSON',vortigern strick,Vortigern Strick,
Segmentum Obscuras,'LOC',segmentum obscuras,Segmentum Obscuras,
Corpus Helix,'PERSON',corpus helix,Corpus Helix,
Victrix Honour Guard,'ORG',victrix honour guard,Victrix Honour Guard,
Xerophus     ,'PERSON',xerophus,Xerophus,
Invictor,'ORG',invictor,Invictor,
Maximus Epathus,'PERSON',maximus epathus,Maximus Epathus,
Julianus Theldor,'PERSON',julianus theldor,Julianus Theldor,
Brega Ironfist,'PERSON',brega ironfist,Brega Ironfist,
Salandraxis,'LOC',salandraxis,Salandraxis,
Saint Gerstahl,'PERSON',saint gerstahl,Saint Gerstahl,
XV8 Crisis Battlesuit  ,'ORG',xv8 crisis battlesuit,XV8 Crisis Battlesuit,
Aeldari Lexicon,'ORG',aeldari lexicon,Aeldari Lexicon,
Black Vipers,'ORG',black vipers,Black Vipers,
Prime Absolvers,'ORG',prime absolvers,Prime Absolvers,
Praetors of Ultramar,'ORG',praetors of ultramar,Praetors of Ultramar,
Rift Stalkers,'PERSON',rift stalkers,Rift Stalkers,
Chevreuse,'LOC',chevreuse,Chevreuse,
Reiver,'PERSON',reiver,Reiver,
Reiver Squad,'ORG',reiver squad,Reiver Squad,
Fire Warrior Breacher Team,'ORG',fire warrior breacher team,Fire Warrior Breacher Team,
Veldoran,'PERSON',veldoran,Veldoran,
Erda,'PERSON',erda,Erda,
Maturin Ralei,'PERSON',maturin ralei,Maturin Ralei,
Gharka,'PERSON',gharka,Gharka,
Ultak,'LOC',ultak,Ultak,
Tulsar,'LOC',tulsar,Tulsar,
Knossa,'PERSON',knossa,Knossa,
Kaligius,'PERSON',kaligius,Kaligius,
Howsbridge   ,'ORG',howsbridge,Howsbridge,
Jagun,'NORP',jagun,Jagun,
Battle leader,'PERSON',battle leader,Battle Leader,
Rakmeyr Bluewolf   ,'PERSON',rakmeyr bluewolf,Rakmeyr Bluewolf,
Irik Stianolf,'PERSON',irik stianolf,Irik Stianolf,
Tyvar,'PERSON',tyvar,Tyvar,
Shield Captain,'ORG',shield captain,Shield Captain,
Battle Group Retributus,'ORG',battle group retributus,Battle Group Retributus,
Justinian parris,'PERSON',justinian parris,Justinian Parris,
Hadariel,'PERSON',hadariel,Hadariel,
Donas Maxim,'PERSON',donas maxim,Donas Maxim,
Androdinus Felix,'PERSON',androdinus felix,Androdinus Felix,
Arkalli,'LOC',arkalli,Arkalli,
House Mandrakor,'ORG',house mandrakor,House Mandrakor,
Mikhail Dinalt,'PERSON',mikhail dinalt,Mikhail Dinalt,
Canis Rex,'PERSON',canis rex,Canis Rex,
House Mykorphas,'ORG',house mykorphas,House Mykorphas,
House Niagma,'ORG',house niagma,House Niagma,
Dreadblade,'NORP',dreadblade,Dreadblade,
House Ioeden,'ORG',house ioeden,House Ioeden,
House Iattol,'ORG',house iattol,House Iattol,
Jeffers,'PERSON',jeffers,Jeffers,
House Vrachul,'ORG',house vrachul,House Vrachul,
House Slughorn,'ORG',house slughorn,House Slughorn,
House Chromatic,'ORG',house chromatic,House Chromatic,
House Khomentis,'ORG',house khomentis,House Khomentis,
House Mesmr,'ORG',house mesmr,House Mesmr,
House Medusos,'ORG',house medusos,House Medusos,
House Hydrax,'ORG',house hydrax,House Hydrax,
House Arcanus,'ORG',house arcanus,House Arcanus,
House Thryn    ,'ORG',house thryn,House Thryn,
House Vorran,'ORG',house vorran,House Vorran,
Cobbran,'LOC',cobbran,Cobbran,
House Hyboras,'ORG',house hyboras,House Hyboras,
Rhoderic Chimaeros,'PERSON',rhoderic chimaeros,Rhoderic Chimaeros,
Vorash Soulflayer,'PERSON',vorash soulflayer,Vorash Soulflayer,
Fallen Noble,'PERSON',fallen noble,Fallen Noble,
House Turbidos,'ORG',house turbidos,House Turbidos,
House Kepsydra,'ORG',house kepsydra,House Kepsydra,
House Drear,'ORG',house drear,House Drear,
Questoris Pattern Knights,'ORG',questoris pattern knights,Questoris Pattern Knights,
Dharrovar,'PERSON',dharrovar,Dharrovar,
House Mordred,'ORG',house mordred,House Mordred,
House Herpetrax,'ORG',house herpetrax,House Herpetrax,
House Lucaris,'ORG',house lucaris,House Lucaris,
War Dog,'PERSON',war dog,War Dog,
House Wyvorn,'ORG',house wyvorn,House Wyvorn,
House Khymere,'ORG',house khymere,House Khymere,
Rothenberg,'PERSON',rothenberg,Rothenberg,
Dortengrav,'PERSON',dortengrav,Dortengrav,
Spinechew,'PERSON',spinechew,Spinechew,
Wiertalla,'PERSON',wiertalla,Wiertalla,
Ortarna Lokk,'PERSON',ortarna lokk,Ortarna Lokk,
Troskzer,'PERSON',troskzer,Troskzer,
Reila Vann,'PERSON',reila vann,Reila Vann,
Volkov,'PERSON',volkov,Volkov,
Oskar Lowis,'PERSON',oskar lowis,Oskar Lowis,
Abel Verreault,'PERSON',abel verreault,Abel Verreault,
Verreault,'PERSON',verreault,Verreault,
Amim Kargori,'PERSON',amim kargori,Amim Kargori,
Morcar,'PERSON',morcar,Morcar,
Conquest of Uttu Prime,'PERSON',conquest of uttu prime,Conquest of Uttu Prime,
Magno Stoan,'PERSON',magno stoan,Magno Stoan,
Omophagea,'PERSON',omophagea,Omophagea,
Chromes,'PERSON',chromes,Chromes,
Shield Companies,'ORG',shield companies,Shield Companies,
Heyd Calder,'PERSON',heyd calder,Heyd Calder,
Vethorel,'PERSON',vethorel,Vethorel,
Esbet Athelstane,'PERSON',esbet athelstane,Esbet Athelstane,
Arian Vois,'PERSON',arian vois,Arian Vois,
Hellgrammaite,'NORP',hellgrammaite,Hellgrammaite,
Huxlow,'PERSON',huxlow,Huxlow,
Caster,'PERSON',caster,Caster,
Secundus Terra,'LOC',secundus terra,Secundus Terra,
Primagenesis System,'LOC',primagenesis system,Primagenesis System,
Cleansing of Pyros,'PERSON',cleansing of pyros,Cleansing of Pyros,
Battle of Gathalamor,'PERSON',battle of gathalamor,Battle of Gathalamor,
Vraksian Renegade Militia,'ORG',vraksian renegade militia,Vraksian Renegade Militia,
Traitor Space Marine,'ORG',traitor space marine,Traitor Space Marine,
Anggrath,'PERSON',anggrath,Anggrath,
Sinew Coils,'PERSON',sinew coils,Sinew Coils,
Prefectia Campaign,'ORG',prefectia campaign,Prefectia Campaign,
Hawke,'PERSON',hawke,Hawke,
Gilded Worlds,'LOC',gilded worlds,Gilded Worlds,
Damocles Gulf Crusade   ,'LOC',damocles gulf crusade,Damocles Gulf Crusade,
Lamdiah,'PERSON',lamdiah,Lamdiah,
Charnel Cults,'ORG',charnel cults,Charnel Cults,
Drenthal    ,'LOC',drenthal,Drenthal,
Vanitor,'LOC',vanitor,Vanitor,
Stormvald,'LOC',stormvald,Stormvald,
Taghmata Omnissiah,'PERSON',taghmata omnissiah,Taghmata Omnissiah,
Lascutter,'PERSON',lascutter,Lascutter,
Torovac,'PERSON',torovac,Torovac,
Tidewall,'LOC',tidewall,Tidewall,
Skychild,'PERSON',skychild,Skychild,
Legio Fortis,'ORG',legio fortis,Legio Fortis,
Epidemius,'PERSON',epidemius,Epidemius,
The Tenebrae,'ORG',the tenebrae,The Tenebrae,
Logos,'ORG',logos,Logos,
